id,region,time,NDVI
73,YELLOWSTONE DRAINAGE,1356998400000,918.3671408250356
54,ST. LAWRENCE VALLEY,1356998400000,1702.6508865841417
51,CHAMPLAIN VALLEY,1356998400000,2923.9057245080503
45,NORTHEASTERN,1356998400000,2238.823075036783
49,WESTERN,1356998400000,2213.399319849651
82,BELLE FOURCHE DRAINAGE,1356998400000,796.8123834886818
87,CENTRAL,1356998400000,382.8131343283582
90,EAST CENTRAL,1356998400000,-105.84792539017891
91,SOUTHEAST,1356998400000,955.0164605137963
84,EAST CENTRAL,1356998400000,707.5752097365
63,SOUTHWESTERN VALLEYS,1356998400000,384.42578262398877
74,EASTERN HIGHLANDS,1356998400000,297.11407766990294
99,SOUTHWEST,1356998400000,327.87927212266766
92,CENTRAL,1356998400000,672.6902444076222
93,BLACK HILLS,1356998400000,2200.7707503320053
62,NORTHERN PLATEAU,1356998400000,2478.1106831022084
80,SNAKE DRAINAGE,1356998400000,730.0201435517481
105,SOUTH CENTRAL,1356998400000,825.7029880121668
100,SOUTHWEST,1356998400000,612.4545605306799
67,SOUTHEAST,1356998400000,-51.348205411374934
79,UPPER SNAKE RIVER PLAINS,1356998400000,-100.66254125412541
58,SOUTHERN,1356998400000,3653.950842696629
72,GREAT LAKES,1356998400000,941.9382272549785
106,CHEYENNE & NIOBRARA DRNG.,1356998400000,754.974296799224
104,WEST CENTRAL LOWER,1356998400000,1956.683856909388
101,CENTRAL LOWER,1356998400000,1697.0860420650095
98,EAST CENTRAL LOWER,1356998400000,1038.7891550408003
115,SOUTHEAST,1356998400000,1179.8941255304892
61,HIGH PLATEAU,1356998400000,2406.954635855668
69,SOUTHEASTERN,1356998400000,3230.982087708462
102,WIND RIVER,1356998400000,428.18551136363635
52,SOUTHWESTERN VALLEYS,1356998400000,6523.367298879837
118,SOUTH CENTRAL,1356998400000,1467.8028041153923
120,SOUTHWEST,1356998400000,824.9453408632513
119,SOUTH CENTRAL,1356998400000,366.70856741573033
78,HUDSON VALLEY,1356998400000,2151.334625656931
121,SOUTHEAST,1356998400000,1605.8625319693094
97,CENTRAL PLAINS,1356998400000,470.50854156042834
130,NORTH CENTRAL,1356998400000,1639.550586113616
131,NORTHWEST,1356998400000,1344.241127348643
129,NORTHEAST,1356998400000,1353.4373919059149
86,SOUTHWESTERN HIGHLANDS,1356998400000,-11.197275128597248
88,MOHAWK VALLEY,1356998400000,1159.3507118927973
112,GREEN AND BEAR DRAINAGE,1356998400000,56.25210301912883
116,SOUTHEAST LOWER,1356998400000,2132.2955746081234
122,SOUTHWEST LOWER,1356998400000,2305.197107976769
96,CENTRAL LAKES,1356998400000,933.872893258427
126,LOWER PLATTE,1356998400000,1214.5250440589928
95,EASTERN PLATEAU,1356998400000,1758.0246778350515
124,SOUTH CENTRAL LOWER,1356998400000,1268.2112459408647
138,NORTH CENTRAL,1356998400000,1620.00104621271
136,PANHANDLE,1356998400000,1221.3515262905546
143,NORTHEAST,1356998400000,1694.625
83,COASTAL,1356998400000,4116.716565129098
133,UPPER PLATTE,1356998400000,445.27634723614216
85,CENTRAL,1356998400000,3422.0278156531226
94,WESTERN,1356998400000,3102.438884644767
149,CENTRAL,1356998400000,1340.583450319763
117,WESTERN PLATEAU,1356998400000,1718.5677216994582
150,WEST CENTRAL,1356998400000,1156.6940747782003
148,NORTHWEST,1356998400000,1812.2654174573056
146,NORTHEAST,1356998400000,2808.922034190986
151,EAST CENTRAL,1356998400000,1680.7618681529887
134,NORTHWEST PLATEAU,1356998400000,2087.5389979153188
377,COASTAL,1356998400000,4600.530612244898
114,NORTHWEST,1356998400000,2730.228737113402
110,CENTRAL,1356998400000,2675.8810650887576
108,ALL,1356998400000,4125.500611246944
128,UPPER SUSQUEHANNA,1356998400000,2452.578296703297
89,NORTH COAST DRNG.,1356998400000,5708.641589616953
135,WESTERN,1356998400000,66.21148672047737
140,NORTH CENTRAL,1356998400000,-104.35059391239793
142,NORTHERN MOUNTAINS,1356998400000,595.9220236836541
107,SACRAMENTO DRNG.,1356998400000,4018.434128448427
113,NORTHWESTERN,1356998400000,329.163595810706
127,POCONO MOUNTAINS,1356998400000,1831.1809805285118
125,NORTHEASTERN,1356998400000,91.3833420484999
109,NORTHEAST INTER. BASINS,1356998400000,814.374436936937
144,NORTHEAST,1356998400000,1729.803600128576
376,ALL,1356998400000,2987.642105263158
160,NORTHWEST,1356998400000,2394.912012136257
159,NORTH CENTRAL,1356998400000,2402.8604897218866
164,CENTRAL,1356998400000,1769.7043212775952
166,EAST CENTRAL,1356998400000,1279.7317357868717
158,NORTHEAST,1356998400000,2375.770777925532
153,NORTHWEST,1356998400000,2138.1356759394826
154,NORTH CENTRAL,1356998400000,1693.398844942247
145,CENTRAL MOUNTAINS,1356998400000,2428.2312934259753
141,MIDDLE SUSQUEHANNA,1356998400000,1953.5421485479312
168,SOUTHEAST,1356998400000,2302.994659856048
171,SOUTH CENTRAL,1356998400000,2965.062250996016
173,SOUTHWEST,1356998400000,2386.7353365384615
123,COASTAL,1356998400000,4236.742960944596
172,SOUTHWEST,1356998400000,1229.4434706942632
139,NORTHERN,1356998400000,2962.4667315175097
170,EAST,1356998400000,2176.537502575726
178,CENTRAL,1356998400000,2743.754505786378
157,SOUTHWEST PLATEAU,1356998400000,2312.148843930636
132,COASTAL,1356998400000,3960.6804180418044
181,WEST,1356998400000,1928.9898422303868
161,NORTHEAST HILLS,1356998400000,2380.2821554770317
147,EAST CENTRAL MOUNTAINS,1356998400000,2257.4658284977436
163,CENTRAL HILLS,1356998400000,2287.731841382018
375,COASTAL,1356998400000,4751.654411764706
174,PLATTE DRAINAGE BASIN,1356998400000,1858.097013243167
167,CO DRAINAGE BASIN,1356998400000,721.8395353872804
184,KS DRAINAGE BASIN,1356998400000,1546.5581910183428
176,WEST CENTRAL,1356998400000,1626.7389982628836
202,SOUTHEAST,1356998400000,2086.388221372656
162,SOUTH CENTRAL MOUNTAINS,1356998400000,1910.6000659413123
177,CENTRAL,1356998400000,1875.717849358198
205,SOUTH CENTRAL,1356998400000,841.4078464578041
155,SOUTHEASTERN PIEDMONT,1356998400000,4170.190811007395
186,CENTRAL,1356998400000,1925.0806870381466
180,UINTA BASIN,1356998400000,165.78840970350404
169,NORTHWESTERN,1356998400000,3386.6186887716653
209,NORTHEAST PRAIRIE,1356998400000,3313.475278226149
211,NORTHWEST PRAIRIE,1356998400000,3154.94749001488
152,SOUTHERN,1358380800000,4863.166129279902
188,EAST CENTRAL,1356998400000,1915.5017746228925
195,WEST CENTRAL,1356998400000,1976.057490326147
156,COASTAL,1356998400000,3877.7258726899386
165,LOWER SUSQUEHANNA,1356998400000,3049.455361148497
187,SOUTHEAST,1356998400000,2636.011743158802
216,WEST SOUTHWEST,1356998400000,3458.595392141392
223,NORTH CENTRAL,1356998400000,2408.8594400302686
220,NORTHWEST,1356998400000,1755.7554624363963
225,NORTHEAST,1356998400000,2988.4073632023506
214,SOUTHWEST,1356998400000,2799.6310032687957
219,EAST SOUTHEAST,1356998400000,2748.8351228241418
175,NORTHERN,1356998400000,3729.84036939314
201,SOUTH CENTRAL,1356998400000,798.4825886754443
213,SOUTHEAST,1356998400000,866.8720950299125
374,APPALACHIAN MOUNTAIN,1356998400000,3647.0
179,NORTHERN CENTRAL,1356998400000,4209.827090301003
191,APPALACHIAN MOUNTAIN,1356998400000,2803.414373088685
192,NORTHEASTERN,1356998400000,3625.3111742424244
196,ALLEGHENY PLATEAU,1356998400000,2493.236672051696
200,CENTRAL,1356998400000,3233.5684162062616
207,NORTH CENTRAL,1356998400000,3490.5856058476243
224,SOUTHEAST,1356998400000,3246.418797667115
218,SOUTH CENTRAL,1356998400000,3768.2877906976746
208,NORTHERN,1356998400000,4512.13033518206
229,AR DRAINAGE BASIN,1356998400000,1883.2969795740983
189,NORTHEASTERN SHORE,1356998400000,4592.725643896976
232,SOUTH CENTRAL,1356998400000,3704.16671388102
193,SOUTHERN,1356998400000,4717.391152908394
234,SOUTHWEST,1356998400000,2984.2460390355914
206,UPPER SOUTHERN,1356998400000,4027.376205787781
239,EAST CENTRAL,1356998400000,3243.2784872298625
238,CENTRAL,1356998400000,3120.1323314270517
183,SOUTH CENTRAL,1356998400000,1093.3121584940247
237,WEST CENTRAL,1356998400000,2324.2461814914645
233,BLUE GRASS,1356998400000,4832.122390891841
204,CENTRAL EASTERN SHORE,1356998400000,4633.962420382166
228,SOUTHWESTERN,1356998400000,4403.596749396002
240,WEST CENTRAL PLAINS,1356998400000,3993.7855672461114
226,CENTRAL MOUNTAIN,1356998400000,4510.2964994165695
182,SAN JOAQUIN DRNG.,1356998400000,4114.4223955306425
215,LOWER SOUTHERN,1356998400000,4702.042912873862
236,EASTERN,1356998400000,4673.1649957837535
243,SOUTHWEST,1356998400000,3646.2232505070992
221,TIDEWATER,1356998400000,5172.081151378533
246,SOUTHEAST,1356998400000,3100.3458592628053
217,SOUTHEASTERN SHORE,1356998400000,5235.49013275924
249,EAST OZARKS,1356998400000,4526.102965339175
245,RIO GRANDE DRNG. BASIN,1356998400000,762.9878207210133
231,EASTERN PIEDMONT,1356998400000,5359.395606157794
251,SOUTH CENTRAL,1356998400000,3294.428008874099
247,CENTRAL,1356998400000,4839.735813889272
235,WESTERN PIEDMONT,1356998400000,4935.352261048304
252,SOUTHWEST,1356998400000,2601.284965760531
257,SOUTHEAST,1356998400000,3541.930292495804
401,UNKNOWN2,1356998400000,2467.953125
198,CENTRAL COAST DRNG.,1356998400000,5353.097886886265
241,SOUTHERN,1356998400000,3774.486227824463
222,SOUTHEAST DESERT BASINS,1356998400000,1360.9120682104342
255,WESTERN,1356998400000,4525.465380396206
259,WEST OZARKS,1356998400000,4707.001869857891
250,SOUTHWESTERN MOUNTAIN,1356998400000,3655.276248290014
248,DIXIE,1356998400000,2235.904318374259
244,EXTREME SOUTHERN,1356998400000,1445.512178192832
266,BOOTHEEL,1356998400000,3669.0520761245675
273,NORTH CENTRAL,1356998400000,3215.0218042859283
274,NORTHEAST,1356998400000,3527.9991962589506
270,PANHANDLE,1356998400000,2404.3129360024263
253,NORTHWEST,1356998400000,1898.6556590720413
258,NORTHEAST,1356998400000,1553.8224480763758
264,NORTHERN MOUNTAINS,1356998400000,2027.1272987902944
269,NORTHEASTERN PLAINS,1356998400000,1908.5285611280244
262,NORTHWESTERN PLATEAU,1356998400000,978.9109762979684
272,MIDDLE,1356998400000,4731.055758229003
271,CUMBERLAND PLATEAU,1356998400000,4978.314685314685
265,EASTERN,1356998400000,4921.21309255079
263,NORTHERN MOUNTAINS,1356998400000,4854.644051321929
260,NORTHERN PIEDMONT,1356998400000,5052.52015375026
256,NORTHERN COASTAL PLAIN,1356998400000,5495.530871321408
278,WESTERN,1356998400000,4627.227814569536
283,NORTHWEST,1356998400000,4608.511729827275
282,NORTH CENTRAL,1356998400000,4707.2353457738745
281,NORTHEAST,1356998400000,3690.1466282510514
279,HIGH PLAINS,1356998400000,2301.499248611565
284,CENTRAL,1356998400000,3661.618099102422
286,EAST CENTRAL,1356998400000,3809.946393413281
285,WEST CENTRAL,1356998400000,3313.860773821774
275,SOUTHERN MOUNTAINS,1356998400000,5230.170229542667
268,CENTRAL PIEDMONT,1356998400000,4937.332695984704
267,CENTRAL COASTAL PLAIN,1356998400000,5439.768587547854
294,WEST CENTRAL,1356998400000,5090.965990126166
287,CENTRAL VALLEY,1356998400000,1620.1410910017844
298,LOW ROLLING PLAINS,1356998400000,2877.1903911828626
280,SOUTHERN PIEDMONT,1356998400000,5244.521016949153
276,SOUTHERN COASTAL PLAIN,1356998400000,5689.10544959128
288,SOUTHWESTERN MOUNTAINS,1356998400000,2288.301737160121
300,SOUTHWEST,1356998400000,3460.7598904980573
277,NORTH CENTRAL,1356998400000,2667.8840784313725
303,CENTRAL,1356998400000,5156.264505948046
295,SOUTHEASTERN PLAINS,1356998400000,1779.0581331711767
302,EAST CENTRAL,1356998400000,3663.4445329615614
309,SOUTHEAST,1356998400000,4851.575982888572
293,CENTRAL HIGHLANDS,1356998400000,2464.7062460961897
261,SOUTH COAST DRNG.,1356998400000,4266.44959482925
291,MOUNTAIN,1356998400000,5293.729793977813
290,NORTHWEST,1356998400000,4858.224978241949
289,NORTH CENTRAL,1356998400000,5569.423214998005
312,NORTH CENTRAL,1356998400000,4943.528959507945
311,NORTHEAST,1356998400000,5132.897173987061
308,NORTHERN VALLEY,1356998400000,4748.612898882456
297,NORTHEAST,1356998400000,5276.032032927702
305,APPALACHIAN MOUNTAIN,1356998400000,5023.972962680883
299,NORTH CENTRAL,1356998400000,4948.925460122699
301,NORTHWEST,1356998400000,5247.308233276158
315,SOUTH CENTRAL,1356998400000,3603.4046914311084
314,UPPER DELTA,1356998400000,3651.3933978132886
292,NORTHEAST,1356998400000,5613.335036272607
316,SOUTHWEST,1356998400000,5380.196483572895
313,EASTERN VALLEY,1356998400000,5151.0230451366815
307,WEST CENTRAL,1356998400000,5406.794268331732
320,SOUTHEAST,1356998400000,4376.264356969534
304,EAST CENTRAL,1356998400000,3486.891921102405
306,CENTRAL,1356998400000,5163.653525598625
326,SOUTH CENTRAL,1356998400000,6018.08391540551
296,SOUTHWEST,1356998400000,1428.8615733736763
318,UPPER PLAINS,1356998400000,5677.597025250779
329,NORTH CENTRAL,1356998400000,3385.1513360610193
327,EAST CENTRAL,1356998400000,5619.567715784454
310,SOUTH CENTRAL,1356998400000,1894.0278541648186
330,LOWER DELTA,1356998400000,3393.813605034462
331,EAST TEXAS,1356998400000,5084.777924431662
324,WEST CENTRAL,1356998400000,5183.427857412297
325,PIEDMONT PLATEAU,1356998400000,5411.211450381679
323,CENTRAL,1356998400000,5340.528346238938
321,SOUTHEAST,1356998400000,2035.5144713361587
332,CENTRAL,1356998400000,5708.870032335454
322,EAST CENTRAL,1356998400000,5282.70742542839
328,SOUTHERN DESERT,1356998400000,1549.4080058224163
319,SOUTHERN,1356998400000,5687.600325483439
333,PRAIRIE,1356998400000,5579.186354378819
337,NORTHWEST,1356998400000,5345.984736751843
336,NORTH CENTRAL,1356998400000,5825.048372410653
335,NORTHEAST,1356998400000,3908.5613981762917
342,SOUTHWEST,1356998400000,4893.301218274111
341,SOUTHEAST,1356998400000,6549.945907328026
338,COASTAL PLAIN,1356998400000,6025.3769023756495
334,SOUTHEAST,1356998400000,6027.621144674086
339,SOUTH CENTRAL,1356998400000,5632.175607779579
340,SOUTHWEST,1356998400000,5256.056833961516
346,SOUTH CENTRAL,1356998400000,5625.832691167753
348,WEST CENTRAL,1356998400000,5783.583986074847
347,EDWARDS PLATEAU,1356998400000,3454.4743819967143
345,TRANS PECOS,1356998400000,1777.8312818415084
349,CENTRAL,1356998400000,4635.408176044369
351,GULF,1356998400000,6204.865163030155
352,NORTHWEST,1356998400000,6180.323656223052
354,COASTAL,1356998400000,6336.60986374976
355,EAST CENTRAL,1356998400000,4735.700912911172
356,SOUTHWEST,1356998400000,4495.609963204076
350,NORTH,1356998400000,6135.411909081208
357,SOUTH CENTRAL,1356998400000,3846.00953950496
358,SOUTH CENTRAL,1356998400000,4006.1283909712156
359,UPPER COAST,1356998400000,4183.014689973239
360,SOUTHEAST,1356998400000,3101.848344370861
405,UNKNOWN6,1356998400000,2896.404255319149
361,NORTH CENTRAL,1356998400000,5632.065839928205
364,SOUTHERN,1356998400000,3412.710101762224
363,SOUTH CENTRAL,1356998400000,5613.289400630915
407,UNKNOWN8,1356998400000,1789.7391304347825
366,EVERGLADES & SW COAST,1356998400000,5350.992489774023
365,LOWER EAST COAST,1356998400000,4816.506958250497
369,LOWER VALLEY,1356998400000,3178.091333169654
370,KEYS,1358380800000,5732.301754385965
17,NORTH CENTRAL,1359763200000,783.9293018465387
2,E OLYMPIC CASCADE FOOTHLS,1359763200000,6166.644813188005
20,NORTH CENTRAL,1359763200000,-198.00076633690958
18,NORTHWEST,1359763200000,-213.2447883765003
3,CASCADE MOUNTAINS WEST,1359763200000,3586.6
12,NORTH CENTRAL,1359763200000,740.4452668851471
16,NORTHEASTERN,1359763200000,365.525767121425
1,PUGET SOUND LOWLANDS,1359763200000,5730.1214345287735
21,NORTHEAST,1359763200000,-145.16527729535719
5,EAST SLOPE CASCADES,1359763200000,2619.465691664834
6,OKANOGAN BIG BEND,1359763200000,1055.971443561685
7,NORTHEASTERN,1359763200000,2490.3290665378577
11,WESTERN,1359763200000,2106.0010288929952
23,NORTHWEST,1359763200000,-23.937647826441562
10,PANHANDLE,1359763200000,3162.87872366945
26,NORTHEAST,1359763200000,1372.2690529991783
4,WEST OLYMPIC COASTAL,1359763200000,6775.67137117544
400,UNKNOWN1,1359763200000,1380.7102272727273
9,NE OLYMPIC SAN JUAN,1359763200000,6162.004987531172
8,PUGET SOUND LOWLANDS,1361145600000,6994.6486860304285
30,WEST CENTRAL,1359763200000,16.193627450980394
15,CENTRAL MOUNTAINS,1359763200000,1658.5222525148067
24,CENTRAL,1359763200000,1387.4458467512786
35,CENTRAL,1359763200000,-210.86304442193605
37,EAST CENTRAL,1359763200000,-138.19411536220625
19,PALOUSE BLUE MOUNTAINS,1359763200000,3109.7180770683794
14,CENTRAL BASIN,1359763200000,3457.099682624827
38,WEST UPPER,1359763200000,1582.4880467114685
13,NORTHERN,1359763200000,2420.05206776283
39,SOUTHEASTERN,1359763200000,1496.0866864555849
43,SOUTH CENTRAL,1359763200000,429.1578699340245
41,SOUTHWEST,1359763200000,1035.1009634684865
48,EAST CENTRAL,1359763200000,440.8580783561025
28,NORTH CENTRAL CANYONS,1359763200000,3040.6393690579084
47,NORTHWEST,1359763200000,795.0872771008733
53,CENTRAL,1359763200000,-75.2398881946728
46,EAST UPPER,1359763200000,1401.3522994293387
57,WEST CENTRAL,1359763200000,-159.31334590636789
55,NORTH CENTRAL,1359763200000,998.0510181738559
59,SOUTHEAST,1359763200000,-221.80824996375236
42,SOUTHWESTERN,1359763200000,979.5805336339722
34,NORTH CENTRAL PRAIRIES,1359763200000,3266.6779411764705
50,SOUTH CENTRAL,1359763200000,985.4615610711953
22,COASTAL AREA,1359763200000,6959.359340044743
25,WILLAMETTE VALLEY,1359763200000,6437.104891870013
64,NORTHEAST,1359763200000,1258.9820877613986
371,EAST UPPER,1359763200000,983.3220338983051
32,NORTH CENTRAL,1359763200000,3553.98606271777
36,NORTHEAST,1359763200000,1934.9345556514236
68,NORTHWEST,1359763200000,1792.1064388396317
70,NORTH CENTRAL,1359763200000,658.5097851375393
71,NORTHEAST,1359763200000,-249.5080633753006
65,NORTHWEST LOWER,1359763200000,634.6862076095947
66,NORTHEAST LOWER,1359763200000,1055.4237367436058
27,SOUTHERN INTERIOR,1359763200000,2954.4034766697164
33,NORTHERN CASCADES,1359763200000,5270.50352236703
56,NORTHEASTERN VALLEYS,1359763200000,378.2030959031657
40,NORTHERN,1359763200000,2534.2310014204545
373,EAST CENTRAL,1359763200000,627.9496855345911
81,WEST CENTRAL,1359763200000,359.5377761938703
31,COASTAL,1359763200000,3164.08123768687
44,SOUTH CENTRAL,1359763200000,1697.5434934679447
75,BIG HORN,1359763200000,268.8991277967387
77,POWDR,1359763200000,632.0571291406625
73,YELLOWSTONE DRAINAGE,1359763200000,872.7507823613087
54,ST. LAWRENCE VALLEY,1359763200000,1135.5642355302778
51,CHAMPLAIN VALLEY,1359763200000,2916.8355992844363
45,NORTHEASTERN,1359763200000,2076.2620156939674
49,WESTERN,1359763200000,2318.531317108089
82,BELLE FOURCHE DRAINAGE,1359763200000,763.3399467376831
87,CENTRAL,1359763200000,521.3482738036016
90,EAST CENTRAL,1359763200000,-155.9637101890623
91,SOUTHEAST,1359763200000,67.15756422454805
84,EAST CENTRAL,1359763200000,20.111856033874382
63,SOUTHWESTERN VALLEYS,1359763200000,1830.0741294407317
74,EASTERN HIGHLANDS,1359763200000,320.41706356475544
99,SOUTHWEST,1359763200000,-12.84878995012008
92,CENTRAL,1359763200000,483.2349834299917
93,BLACK HILLS,1359763200000,2717.960491367862
62,NORTHERN PLATEAU,1359763200000,2529.8454887861667
80,SNAKE DRAINAGE,1359763200000,667.3615420236166
105,SOUTH CENTRAL,1359763200000,230.2919126856325
100,SOUTHWEST,1359763200000,1645.7142620232173
67,SOUTHEAST,1359763200000,1427.4823854224185
79,UPPER SNAKE RIVER PLAINS,1359763200000,224.86995430312263
58,SOUTHERN,1359763200000,3008.087739590218
72,GREAT LAKES,1359763200000,508.3333333333333
106,CHEYENNE & NIOBRARA DRNG.,1359763200000,1308.6249595861623
104,WEST CENTRAL LOWER,1359763200000,675.5107116920842
101,CENTRAL LOWER,1359763200000,382.9544694072658
98,EAST CENTRAL LOWER,1359763200000,180.4503947368421
115,SOUTHEAST,1359763200000,895.1080522671432
61,HIGH PLATEAU,1359763200000,2346.9746236151877
69,SOUTHEASTERN,1359763200000,2774.686843730698
102,WIND RIVER,1359763200000,483.6718039772727
52,SOUTHWESTERN VALLEYS,1359763200000,6374.160768839104
118,SOUTH CENTRAL,1359763200000,1371.5097841436352
120,SOUTHWEST,1359763200000,157.28539733763614
119,SOUTH CENTRAL,1359763200000,22.90870786516854
78,HUDSON VALLEY,1359763200000,2803.2025327360443
121,SOUTHEAST,1359763200000,206.14657008947592
97,CENTRAL PLAINS,1359763200000,2124.384497705252
130,NORTH CENTRAL,1359763200000,1328.3308385933274
131,NORTHWEST,1359763200000,1940.2439376907018
129,NORTHEAST,1359763200000,254.2260463507437
86,SOUTHWESTERN HIGHLANDS,1359763200000,827.1268594466843
88,MOHAWK VALLEY,1359763200000,1249.6229061976549
112,GREEN AND BEAR DRAINAGE,1359763200000,202.35929937773682
116,SOUTHEAST LOWER,1359763200000,515.9586977227466
122,SOUTHWEST LOWER,1359763200000,225.6442250505531
96,CENTRAL LAKES,1359763200000,676.3553370786517
126,LOWER PLATTE,1359763200000,1233.5468880437807
95,EASTERN PLATEAU,1359763200000,1806.9515463917526
124,SOUTH CENTRAL LOWER,1359763200000,445.6882584173646
138,NORTH CENTRAL,1359763200000,1863.69585101931
136,PANHANDLE,1359763200000,1756.6612593894838
143,NORTHEAST,1359763200000,2058.646595680864
83,COASTAL,1359763200000,3797.571966406024
133,UPPER PLATTE,1359763200000,377.1236990208928
85,CENTRAL,1359763200000,2501.888191982547
94,WESTERN,1359763200000,2715.6638655462184
149,CENTRAL,1359763200000,1790.5897675869599
117,WESTERN PLATEAU,1359763200000,1563.8812375249502
150,WEST CENTRAL,1359763200000,2198.6631020278833
148,NORTHWEST,1359763200000,1144.8430581910184
146,NORTHEAST,1359763200000,1689.2702422145328
151,EAST CENTRAL,1359763200000,1463.3433596002305
134,NORTHWEST PLATEAU,1359763200000,1975.2248418631398
377,COASTAL,1359763200000,4026.0
114,NORTHWEST,1359763200000,3308.8666237113403
110,CENTRAL,1359763200000,1825.159171597633
108,ALL,1359763200000,3329.3013447432763
128,UPPER SUSQUEHANNA,1359763200000,2874.9085164835165
89,NORTH COAST DRNG.,1359763200000,6067.206370634191
135,WESTERN,1359763200000,399.11028214867065
140,NORTH CENTRAL,1359763200000,8.091049382716049
142,NORTHERN MOUNTAINS,1359763200000,511.0558257559738
107,SACRAMENTO DRNG.,1359763200000,4433.205557386052
113,NORTHWESTERN,1359763200000,1185.510956001011
127,POCONO MOUNTAINS,1359763200000,2377.160987482615
125,NORTHEASTERN,1359763200000,437.63460030067324
109,NORTHEAST INTER. BASINS,1359763200000,1389.5097960170926
144,NORTHEAST,1359763200000,1697.0965927354548
376,ALL,1359763200000,3251.80350877193
160,NORTHWEST,1359763200000,2481.2718245759206
159,NORTH CENTRAL,1359763200000,2166.5687726723095
164,CENTRAL,1359763200000,2081.980820416471
166,EAST CENTRAL,1359763200000,2248.789274924471
158,NORTHEAST,1359763200000,2195.855219414894
153,NORTHWEST,1359763200000,1685.814055636896
154,NORTH CENTRAL,1359763200000,1326.7949477351917
145,CENTRAL MOUNTAINS,1359763200000,3203.9832977017636
141,MIDDLE SUSQUEHANNA,1359763200000,3480.4469288100745
168,SOUTHEAST,1359763200000,2186.334919897841
171,SOUTH CENTRAL,1359763200000,2200.129581673307
173,SOUTHWEST,1359763200000,2282.605408653846
123,COASTAL,1359763200000,2513.1843778383286
172,SOUTHWEST,1359763200000,2030.624316260567
139,NORTHERN,1359763200000,2916.8632561758413
170,EAST,1359763200000,2743.0701627859057
